,chunk_id,text,level,likes,score,parent_id,combined_score,full_context
3,7399809056266784043,Lifesaver #neckmassager #neckpain #lifesaver ,post,2112.0,0.727692425,,21.847692425,Lifesaver #neckmassager #neckpain #lifesaver 
201,7358749691749649672,#fyp #tiktokaffiliatemarketing #tiktokbudolfinds #foryoupage #facialmassager #3in1facemassager #facemassagerdevice #facelifting #buynow,post,2076.0,0.487206191,,21.247206191,#fyp #tiktokaffiliatemarketing #tiktokbudolfinds #foryoupage #facialmassager #3in1facemassager #facemassagerdevice #facelifting #buynow
22,7392512141066095915,I think he likes it #neckmassager ,post,2011.0,0.671096563,,20.781096563,I think he likes it #neckmassager 
281,7383318161409477896,Replying to @evangelinedanotar deserve to ng parents nyo pampawi ng pagod nila #fyp #massager #massage #portablemassager #footmassage #massagetherapy #legmassager ,post,2034.0,0.420016468,,20.760016468,Replying to @evangelinedanotar deserve to ng parents nyo pampawi ng pagod nila #fyp #massager #massage #portablemassager #footmassage #massagetherapy #legmassager 
243,7381362688363924779,try this new EMS foot massager that uses electric impulses ⚡️ good things it’s rechargeable and has different modes depending on how you like your massage to be ✨ #footmassager #massage #musclerecovery #budolfinds #wellness #fyp ,post,1994.0,0.449881196,,20.389881196,try this new EMS foot massager that uses electric impulses ⚡️ good things it’s rechargeable and has different modes depending on how you like your massage to be ✨ #footmassager #massage #musclerecovery #budolfinds #wellness #fyp 
264,7361912623878688042,"Get It Now, Click The Shop Link Or Go To Our Showcase to Purchase your Nekteck Foot Massager 👣😮‍💨 #footmassager #foryou #TikTokShop #humor #lovelycouple ",post,1977.0,0.433906436,,20.203906436,"Get It Now, Click The Shop Link Or Go To Our Showcase to Purchase your Nekteck Foot Massager 👣😮‍💨 #footmassager #foryou #TikTokShop #humor #lovelycouple "
229,7400811494390140202,#tiktokshopbacktoschool #longvideo #longvideos #footmassager @Herfessmartlife @nekteck_official ,post,1926.0,0.462474793,,19.722474793,#tiktokshopbacktoschool #longvideo #longvideos #footmassager @Herfessmartlife @nekteck_official 
44,7381647972607462699,🌺 #massage #Neck #neckmassager #back #backmassage #TikTokShop #tiktokviralproducts #tiktoktrendingproducts #usa #simmydesigns #TikTokMadeMeBuyIt #tiktokaffiliate #punjabitiktok #desi #California #newyork #newjersey #punjabi ,post,1894.0,0.640748858,,19.580748858,🌺 #massage #Neck #neckmassager #back #backmassage #TikTokShop #tiktokviralproducts #tiktoktrendingproducts #usa #simmydesigns #TikTokMadeMeBuyIt #tiktokaffiliate #punjabitiktok #desi #California #newyork #newjersey #punjabi 
110,7405705625113578783,I can’t complain. This feels so good this brought me back to life!!! #neckmassage #neckmassager #backmassage #massage #takecare #deals #massagetherapy #backtolife #backtoreality ,post,1848.0,0.583748162,,19.063748162,I can’t complain. This feels so good this brought me back to life!!! #neckmassage #neckmassager #backmassage #massage #takecare #deals #massagetherapy #backtolife #backtoreality 
96,7374589525156220206,Grab this viral massager before it sells out! #TikTokShop #shouldermassager #massager #tiktokshopfinds #neckmassage #neckmassager #TikTokMadeMeBuyIt #fypage #tiktokshopdeals #dailydeals #viral #StressRelief #heatedmassager ,post,1837.0,0.593169,,18.963169,Grab this viral massager before it sells out! #TikTokShop #shouldermassager #massager #tiktokshopfinds #neckmassage #neckmassager #TikTokMadeMeBuyIt #fypage #tiktokshopdeals #dailydeals #viral #StressRelief #heatedmassager 
386,7372009515425746218_7372289331207799584,His neck gonna be blue tomorrow,comment,1818.0,0.335739136,7372009515425746218,18.515739136,"#neckpain #neckpainrelief #chiropractor #chiropractic #sarasota #posture #massage #guasha
His neck gonna be blue tomorrow"
354,7369614921090354439,Minyak Urut Pati Viral ⚠️⚠️⚠️ #minyakurutpatihalia #footmassage #footmassager #urutantapakkaki #tapakkakikebas #ellipticalworkout #footmassage  #minyakhalia ##minyakurutpatihaliaorganik #reallyworkit #minyakurut #ratness_mum #followmeformorevideo #fypシ゚viral #fyp ,post,1797.0,0.366340071,,18.336340071,Minyak Urut Pati Viral ⚠️⚠️⚠️ #minyakurutpatihalia #footmassage #footmassager #urutantapakkaki #tapakkakikebas #ellipticalworkout #footmassage  #minyakhalia ##minyakurutpatihaliaorganik #reallyworkit #minyakurut #ratness_mum #followmeformorevideo #fypシ゚viral #fyp 
91,7369213783794781448,"Replying to @mariajsnts_ pwede na magmassage kahit nasa bhay ka lang, #neckmassager #fyp #massager #massage #portablemassager #carmassager #pillowmassager ",post,1749.0,0.59808439,,18.088084390000002,"Replying to @mariajsnts_ pwede na magmassage kahit nasa bhay ka lang, #neckmassager #fyp #massager #massage #portablemassager #carmassager #pillowmassager "
70,7374910082112441642,Its half off RUN! Wirless neck massager is next level brilliant! 🛒 #massagetherapy #shouldermassage #massager #massagegun #neckmassager #viralneckmassager #viral #FathersDay #fathersdaygift #fathersdaygiftideas #fathersdaygiftidea #fathersdayspecial ,post,1732.0,0.616831303,,17.936831303,Its half off RUN! Wirless neck massager is next level brilliant! 🛒 #massagetherapy #shouldermassage #massager #massagegun #neckmassager #viralneckmassager #viral #FathersDay #fathersdaygift #fathersdaygiftideas #fathersdaygiftidea #fathersdayspecial 
278,7344675954129751298,Foot massagers @ bigbosa bambalapitiya  #ranjanramanayake  #bigbosa  #fitnessgoods  #Fitness  #footmassager ,post,1631.0,0.425457299,,16.735457299,Foot massagers @ bigbosa bambalapitiya  #ranjanramanayake  #bigbosa  #fitnessgoods  #Fitness  #footmassager 
123,7394946811947044142,"I thought yall were exaggerating, but baby this is it. Great for after gym or if you have low back pain/cramps. #neckmassager #backmassager #MomsofTikTok #momlife #momtok #momof3 ",post,1593.0,0.572799444,,16.502799444,"I thought yall were exaggerating, but baby this is it. Great for after gym or if you have low back pain/cramps. #neckmassager #backmassager #MomsofTikTok #momlife #momtok #momof3 "
118,7340955616661212422,Backpain no more! #philipsmassager #shouldermassage #neckmassage #giftidea #philips #electricmassager #goodthing,post,1550.0,0.577801347,,16.077801347,Backpain no more! #philipsmassager #shouldermassage #neckmassage #giftidea #philips #electricmassager #goodthing
303,7389058479937424671,This renpho foot massgaer makes me lazy 🙄 #juliesbeautybydesign #juliesbeautybyreview #tired #renphofootmassage #renpho #footmassager #viral #foryou #foryoupage #goviral #Love ,post,1559.0,0.399813235,,15.989813235,This renpho foot massgaer makes me lazy 🙄 #juliesbeautybydesign #juliesbeautybyreview #tired #renphofootmassage #renpho #footmassager #viral #foryou #foryoupage #goviral #Love 
154,7390584554471410951,Deserve ng mga pagod toh! #bomidi #rosantdenn #neckmassager ,post,1524.0,0.546638489,,15.786638489,Deserve ng mga pagod toh! #bomidi #rosantdenn #neckmassager 
195,7363888327012977962,Foot Massager #footmassager#footmassage#emsmassager#feet#feetcare#mothersday#giftideas ,post,1522.0,0.498966217,,15.718966217,Foot Massager #footmassager#footmassage#emsmassager#feet#feetcare#mothersday#giftideas 
290,7402438345827044616,Dimo kailngan sobrang mahal na regalo para mabigyan ang magulang natin ganito palang solve na 🥹😭😭 #footmassager #footmassage #legmassage #massagetherapy #fyp ,post,1500.0,0.412438542,,15.412438542,Dimo kailngan sobrang mahal na regalo para mabigyan ang magulang natin ganito palang solve na 🥹😭😭 #footmassager #footmassage #legmassage #massagetherapy #fyp 
240,7372515414904933675,##minimassage #foryou #fygpシ #trending #minimassageador #emsmassage #teste ,post,1496.0,0.450993,,15.410993000000001,##minimassage #foryou #fygpシ #trending #minimassageador #emsmassage #teste 
78,7350052033027657003,"@Bomidi The Bomidi back/neck massager, it is like nothing else. #neckpain #backpain #neckpainrelief #backpainrelief #neckmassage #backmassage #cordlessneckmassager #cordlessbackmassager #bomidi #bomidimassager #TikTokShop #tiktokshopfinds #tiktokshopspringsale #tiktokshopsale #massage #massager ",post,1473.0,0.611451268,,15.341451268,"@Bomidi The Bomidi back/neck massager, it is like nothing else. #neckpain #backpain #neckpainrelief #backpainrelief #neckmassage #backmassage #cordlessneckmassager #cordlessbackmassager #bomidi #bomidimassager #TikTokShop #tiktokshopfinds #tiktokshopspringsale #tiktokshopsale #massage #massager "
84,7383706912782568746,Thank you so much @KNQZE for the neck & shoulder massager!!! #knqze #neckmassager #mom #baby #Relationship #fyp #foryou #momlifebelikethat #teenmom #fy ,post,1422.0,0.608296514,,14.828296514,Thank you so much @KNQZE for the neck & shoulder massager!!! #knqze #neckmassager #mom #baby #Relationship #fyp #foryou #momlifebelikethat #teenmom #fy 
7,7349688483050474798,Who Knew This Viral Neck Massager Could Get Rid Of All Those Knots And Cramps In Your Neck And Body‼️ #massager #neckmassager #paininbody #viralproduct #massaging #shouldermassager #backmassager ,post,1402.0,0.710636675,,14.730636675,Who Knew This Viral Neck Massager Could Get Rid Of All Those Knots And Cramps In Your Neck And Body‼️ #massager #neckmassager #paininbody #viralproduct #massaging #shouldermassager #backmassager 
4,7350664699719060778,Viral Neck Massager #backmassager #neckmassager #shouldermassager #viralneckmassager #viralmassager #fyp #neckpain #tiktikshopspringsale ,post,1381.0,0.724060535,,14.534060535,Viral Neck Massager #backmassager #neckmassager #shouldermassager #viralneckmassager #viralmassager #fyp #neckpain #tiktikshopspringsale 
52,7384168972461083934,This was my last resort 🥹😭 #neckmassager ,post,1378.0,0.633193076,,14.413193076,This was my last resort 🥹😭 #neckmassager 
208,7379827869964438800,Aku: stres. Aku juga: jumpa bantal urut Regen Shiatsu✨ #PetuaHidup #ModRileks #ihoco #ihocomalaysiaa #RegenShiatsu #massage #SelfCare #TikTokMadeMeBuyIt #neckmassager #massager,post,1390.0,0.478705376,,14.378705376000001,Aku: stres. Aku juga: jumpa bantal urut Regen Shiatsu✨ #PetuaHidup #ModRileks #ihoco #ihocomalaysiaa #RegenShiatsu #massage #SelfCare #TikTokMadeMeBuyIt #neckmassager #massager
286,7365596614058429742,Red light therapyyy❤️ you need this device in your skin care routine #fyp #redlighttherapy #musthave #skincare #skincareroutine #routine #facialmassage ,post,1383.0,0.415644169,,14.245644169,Red light therapyyy❤️ you need this device in your skin care routine #fyp #redlighttherapy #musthave #skincare #skincareroutine #routine #facialmassage 
169,7352372200650886442,I was influenced and I can honestly say the shiatsu neck massager is worth every penny! Get it before the sale ends tomorrow!  #tiktokshopspringsale #review #neckmassager #shiatsu #nekteck #sale #tryit #giftideas #mothersday ,post,1351.0,0.525899172,,14.035899172,I was influenced and I can honestly say the shiatsu neck massager is worth every penny! Get it before the sale ends tomorrow!  #tiktokshopspringsale #review #neckmassager #shiatsu #nekteck #sale #tryit #giftideas #mothersday 
319,7367243421611838763,Oh man. This is my new best friend after a park day. #footmassager #heaven #relaxing #foryou ,post,1352.0,0.387512207,,13.907512207,Oh man. This is my new best friend after a park day. #footmassager #heaven #relaxing #foryou 
305,7364269330705485073,"lepas nie kalau kaki lenguh-lenguh sudah ada tukang urut dirumah, gintell g-feetie foot massager memang padu guy...beli sekarang harga tengah murah sangat-sangat nie... #footmassager #mesinurutkaki #gintellmybrandday #gintellmalaysia #urutkaki #massager #footreflexology #reflexology #eslegacyempire ",post,1340.0,0.398998857,,13.798998857,"lepas nie kalau kaki lenguh-lenguh sudah ada tukang urut dirumah, gintell g-feetie foot massager memang padu guy...beli sekarang harga tengah murah sangat-sangat nie... #footmassager #mesinurutkaki #gintellmybrandday #gintellmalaysia #urutkaki #massager #footreflexology #reflexology #eslegacyempire "
35,7369842855994510597,Mini Neck Massage Patch #massage #massagepatch #massager #relaxmassage #comfortable #foryou ,post,1306.0,0.653080702,,13.713080702000001,Mini Neck Massage Patch #massage #massagepatch #massager #relaxmassage #comfortable #foryou 
250,7393439992640441642,The best gift I have ever given him😂💕 #fypシ #couples #couplegoals #couple #Relationship #humor #relatable #marriagehumor #marriage #knqze #neckmassager @knqze.USA ,post,1307.0,0.446057111,,13.516057111,The best gift I have ever given him😂💕 #fypシ #couples #couplegoals #couple #Relationship #humor #relatable #marriagehumor #marriage #knqze #neckmassager @knqze.USA 
306,7355289219775941931,I bought this before they were cool 😂 Everytime I go to post this they are sold out but they just restocked!!!! #fyp #facesculpting #neckmassager #looseskin #doublechin #chinlipo #weightloss #doublechinremoval ,post,1278.0,0.398920715,,13.178920715,I bought this before they were cool 😂 Everytime I go to post this they are sold out but they just restocked!!!! #fyp #facesculpting #neckmassager #looseskin #doublechin #chinlipo #weightloss #doublechinremoval 
46,7360132525685247278,This is the most intense back/neck massager I’ve ever tried. This thing gets in there DEEP and goes hard on the knots.  This also has heat and different massage settings. It’s nice that it’s also rechargable to you can walk around and use it wirelessly. #wellness #springreset #techthisout #ttscreatorbash #neckpain #neckmassager #neckpainrelief #neckknotrelief ,post,1145.0,0.637782156,,12.087782156000001,This is the most intense back/neck massager I’ve ever tried. This thing gets in there DEEP and goes hard on the knots.  This also has heat and different massage settings. It’s nice that it’s also rechargable to you can walk around and use it wirelessly. #wellness #springreset #techthisout #ttscreatorbash #neckpain #neckmassager #neckpainrelief #neckknotrelief 
212,7359967039626153259,#duet with @Rat cenat #kaicenat even kai knows wassup #neckmassage #neckmassager #TikTokShop #fyp ,post,1141.0,0.477361917,,11.887361917,#duet with @Rat cenat #kaicenat even kai knows wassup #neckmassage #neckmassager #TikTokShop #fyp 
170,7376822277981130026,"🧡Dile adiós al dolor de cuello y hombros, busca este código 🔍 [dpy3958] en la barra de búsqueda de la app de Temu o consulta el 🔗 link en mi bio. Hasta 90% de descuento para nuevos usuarios. #temu #temufinds #temuhaul #neckmassager #temufavorites #neckmassage ",post,1123.0,0.525559783,,11.755559783,"🧡Dile adiós al dolor de cuello y hombros, busca este código 🔍 [dpy3958] en la barra de búsqueda de la app de Temu o consulta el 🔗 link en mi bio. Hasta 90% de descuento para nuevos usuarios. #temu #temufinds #temuhaul #neckmassager #temufavorites #neckmassage "
14,7344032852691963178,Look at it goes. 🐙🐙 #neckmassager #shouldermassager #massagemachine #neckpainrelief #neckmassaging ,post,1057.0,0.689765096,,11.259765096,Look at it goes. 🐙🐙 #neckmassager #shouldermassager #massagemachine #neckpainrelief #neckmassaging 
45,7396916210065067294,Time to relax. #neckmassager #tiktokfinds #TikTokShop #massager #bodymassager #relaxing #onlineshopping #TikTokShopHaul #sahm ,post,1059.0,0.64043963,,11.23043963,Time to relax. #neckmassager #tiktokfinds #TikTokShop #massager #bodymassager #relaxing #onlineshopping #TikTokShopHaul #sahm 
17,7363357087125998894,Such an great offer 🔥 #neckmassager #massager #massage #shiatsumassage ,post,1024.0,0.682331085,,10.922331085,Such an great offer 🔥 #neckmassager #massager #massage #shiatsumassage 
139,7366065072092794154,#fyp #everyone #foryoupageofficiall #fy #viral #TikTokMadeMeBuyIt #neckmassager #redlighttherapy #facemassager #lymphaticdrainage #lymphaticdrainagemassage #facesculpting #facesculptingdevice #skincare ,post,1015.0,0.558342099,,10.708342099000001,#fyp #everyone #foryoupageofficiall #fy #viral #TikTokMadeMeBuyIt #neckmassager #redlighttherapy #facemassager #lymphaticdrainage #lymphaticdrainagemassage #facesculpting #facesculptingdevice #skincare 
222,7368208979807178026,Replying to @Anne G You will CRY if you miss this! #tiktokshopfinds #dailydeals #fyp #heat #massage #massagetherapy #massager #neckmassager #relief #stress #tiktokdeals #TikTokMadeMeBuyIt #tiktokmademe #tiktokshopdeals #TikTokShop #viral ,post,1000.0,0.467604458,,10.467604458,Replying to @Anne G You will CRY if you miss this! #tiktokshopfinds #dailydeals #fyp #heat #massage #massagetherapy #massager #neckmassager #relief #stress #tiktokdeals #TikTokMadeMeBuyIt #tiktokmademe #tiktokshopdeals #TikTokShop #viral 
2,7340947051972316462,mini neck massager#myyshop #neckmassager ,post,961.0,0.7660923,,10.3760923,mini neck massager#myyshop #neckmassager 
90,7361276134220188971,The most pleasant thing you can do after a hard day is a massage. This massager costs only $24.99. You can get it at TikTok Shop using the link in the bottom left corner⤵️ #tiktokshopping #tiktokshopfinds #tiktokshopfinds2024 #massager #massagerelax #neckmassager ,post,966.0,0.598307729,,10.258307729,The most pleasant thing you can do after a hard day is a massage. This massager costs only $24.99. You can get it at TikTok Shop using the link in the bottom left corner⤵️ #tiktokshopping #tiktokshopfinds #tiktokshopfinds2024 #massager #massagerelax #neckmassager 
336,7363823963094502699,"My foot pain is eliminated! I love this foot massager, it gets sooo warm 😍 #footmassager #footpainrelief #TikTokShopMothersDay ",post,967.0,0.377107263,,10.047107263,"My foot pain is eliminated! I love this foot massager, it gets sooo warm 😍 #footmassager #footpainrelief #TikTokShopMothersDay "
190,7383830524831337734_7385523962565182213,Es un masaje o un rompe cuello,comment,953.0,0.504561245,7383830524831337734,10.034561244999999,"No esperes más para darte un buen masaje en el cuello con este masajeador. #Valencia #Caracas #venezuela #maracay #vinotinto#spa #parati 
Es un masaje o un rompe cuello"
79,7383353043594628395,Thank you so much @KNQZE for the neck and shoulder massager!! #knqze #neckmassager #mom #baby #Relationship #fyp #foryou #momlifebelikethat #teenmom #fy ,post,941.0,0.610735059,,10.020735059,Thank you so much @KNQZE for the neck and shoulder massager!! #knqze #neckmassager #mom #baby #Relationship #fyp #foryou #momlifebelikethat #teenmom #fy 
158,7353263748129295659,#shoulderpain #shouldermassager #heatingmassage #frozenshoulder #getyoursnow #stealofadeal #feelsgood ,post,945.0,0.53855449,,9.98855449,#shoulderpain #shouldermassager #heatingmassage #frozenshoulder #getyoursnow #stealofadeal #feelsgood 
132,7384999301086317825,#footmassager ,post,919.0,0.564063072,,9.754063072,#footmassager 
18,7346849474473512200,"portable massager, neck massage, body massage, mini massager, press wherever you feel uncomfortable, it is so convenient to relieve fatigue.
 #massage #massager #minimassage #portablemassager #neckmassage #capcut #TikTokShop #minimassager #neckmassager #bodymassage #bodymassager #massagerelax #massagetherapy #16 ",post,897.0,0.67989105,,9.64989105,"portable massager, neck massage, body massage, mini massager, press wherever you feel uncomfortable, it is so convenient to relieve fatigue.
 #massage #massager #minimassage #portablemassager #neckmassage #capcut #TikTokShop #minimassager #neckmassager #bodymassage #bodymassager #massagerelax #massagetherapy #16 "
255,7378279068111785246,Por que el lo pidio 💕 #fathersdaygift #fathersdaygiftideas #tiktokshopsummmersale #neckmassager ,post,920.0,0.443610668,,9.643610668,Por que el lo pidio 💕 #fathersdaygift #fathersdaygiftideas #tiktokshopsummmersale #neckmassager 
194,7364585773523406122,#fyp #everyone #foryoupage❤️❤️ #foryoupageofficiall #viral #TikTokMadeMeBuyIt #redlighttherapy #neckmassager #facesculpting #lymphatic #lymphaticdrainage #lymphaticdrainagemassage #antiaging #skincare #nightroutine ,post,903.0,0.499337673,,9.529337672999999,#fyp #everyone #foryoupage❤️❤️ #foryoupageofficiall #viral #TikTokMadeMeBuyIt #redlighttherapy #neckmassager #facesculpting #lymphatic #lymphaticdrainage #lymphaticdrainagemassage #antiaging #skincare #nightroutine 
236,7385783204508192016,マッサージガン持ってる？#マッサージガン #セルフケア ,post,899.0,0.454537094,,9.444537094000001,マッサージガン持ってる？#マッサージガン #セルフケア 
9,7367740608904957230,Amazing product from @KNQZE my new neck massager with heat 🫶🏼 #neckmassager #neckmassage #massager #heatmassager #bestfinds #wellnesstips #wellness ,post,845.0,0.699357,,9.149356999999998,Amazing product from @KNQZE my new neck massager with heat 🫶🏼 #neckmassager #neckmassage #massager #heatmassager #bestfinds #wellnesstips #wellness 
1,7345291855640284459,mini neck massager#neckmassager,post,802.0,0.836758852,,8.856758851999999,mini neck massager#neckmassager
334,7355967500502175018,I always got my girl ❤️ #TTSACL #footmassager #TikTokShop ,post,835.0,0.377604097,,8.727604097,I always got my girl ❤️ #TTSACL #footmassager #TikTokShop 
48,7397636416403950879,"If you have stress in your neck, back and shoulders, you need this!  #dailylifemassager #neckandshouldermassager #neckmassager #shouldermassage #backmassage #viralmassage  #shiatsu #shiatsumassage #neckpain #necktension #neckpainrelief #relief #stress #comfort #painrelief #wellness #cozyathome #SelfCare #relax #cozyvibes #massagetherapy #gym #fitness #massagevideo #mom #momlife #onsalenow🔥🔥🔥🔥 #dealsandsteals #flashsale #rundontwalk #tiktokshopfinds #TikTokMadeMeBuyIt #tiktokproducts #tiktokshopping #TikTokShop #ttshop #freeshipping #tiktokshopdeals #TikTokShop #tiktokfind #giftguide #giftideas #fyp #viral #following #follower #trending #creatorsearchinsights #fypage  heated massager shiatsu massager massage stress relief viral neck massager pain relief neck massager",post,773.0,0.636444569,,8.366444569,"If you have stress in your neck, back and shoulders, you need this!  #dailylifemassager #neckandshouldermassager #neckmassager #shouldermassage #backmassage #viralmassage  #shiatsu #shiatsumassage #neckpain #necktension #neckpainrelief #relief #stress #comfort #painrelief #wellness #cozyathome #SelfCare #relax #cozyvibes #massagetherapy #gym #fitness #massagevideo #mom #momlife #onsalenow🔥🔥🔥🔥 #dealsandsteals #flashsale #rundontwalk #tiktokshopfinds #TikTokMadeMeBuyIt #tiktokproducts #tiktokshopping #TikTokShop #ttshop #freeshipping #tiktokshopdeals #TikTokShop #tiktokfind #giftguide #giftideas #fyp #viral #following #follower #trending #creatorsearchinsights #fypage  heated massager shiatsu massager massage stress relief viral neck massager pain relief neck massager"
262,7377132269825264938,Foot Shiatsu Massager #fyp #viral #SummerDeals #TikTokMadeMeBuyIt #sponsored #ugccreator #genishow #tiktokshopsummersale #footmassager ,post,793.0,0.434042335,,8.364042335,Foot Shiatsu Massager #fyp #viral #SummerDeals #TikTokMadeMeBuyIt #sponsored #ugccreator #genishow #tiktokshopsummersale #footmassager 
15,7404663927541386538,You can't afford not to get this massager #neckmassage #neckmassager #shiatsu #shiatsumassage #sciaticarelief #sciaticapain #SelfCare #backmassage #backmassager #neckpain #massagetherapy #stress #StressRelief @Medcursor ,post,766.0,0.685340166,,8.345340166,You can't afford not to get this massager #neckmassage #neckmassager #shiatsu #shiatsumassage #sciaticarelief #sciaticapain #SelfCare #backmassage #backmassager #neckpain #massagetherapy #stress #StressRelief @Medcursor 
63,7370396355149401390,I got this neck massager for tension headaches and neck pain and i will never ask my husband for a massage ever again #neckmassage #neckmassager #TikTokShop #sale #tensionheadache ,post,765.0,0.622467518,,8.272467518000001,I got this neck massager for tension headaches and neck pain and i will never ask my husband for a massage ever again #neckmassage #neckmassager #TikTokShop #sale #tensionheadache 
6,7398650308689153311,Heated neck massager #neckmassager #backmassager #massager #indianadreamgirl #ad ,post,743.0,0.712655187,,8.142655186999999,Heated neck massager #neckmassager #backmassager #massager #indianadreamgirl #ad 
105,7361309766402034986,Mothers Day Gift Ideas #backmassager #neckmassager #viralneckmassager #viralbackmassager #TikTokMadeMeBuyIt #wellness #tiktokshopmothersday #fyp #viral ,post,750.0,0.587316394,,8.087316394,Mothers Day Gift Ideas #backmassager #neckmassager #viralneckmassager #viralbackmassager #TikTokMadeMeBuyIt #wellness #tiktokshopmothersday #fyp #viral 
116,7393881368553393438,Buy it and thank me later. Can be used in other places and not just your neck. Also use it in the car and plug it into your lighter adaptor.  #massage #neckmassager #relaxation #momlife #creatorinsights #TikTokShop ,post,736.0,0.579124212,,7.939124212,Buy it and thank me later. Can be used in other places and not just your neck. Also use it in the car and plug it into your lighter adaptor.  #massage #neckmassager #relaxation #momlife #creatorinsights #TikTokShop 
10,7378857714270670111,Such a great offer #neckmassager #massager #massage #shiatsumassage ,post,712.0,0.698663592,,7.818663592,Such a great offer #neckmassager #massager #massage #shiatsumassage 
239,7401565499957497121,This is my honest and genuine opinion. I ordered this because I wanted it. I actually rate it! don't worry though you won't start seeing a ton of ads from me. #massager #neckmassager #TikTokShop #samples #review #productreview #honestopinion #honest ,post,735.0,0.451232791,,7.801232791,This is my honest and genuine opinion. I ordered this because I wanted it. I actually rate it! don't worry though you won't start seeing a ton of ads from me. #massager #neckmassager #TikTokShop #samples #review #productreview #honestopinion #honest 
161,7381153794509311275,Replying to @MANIC_M🌔🌖NLIGHT He’s loving the massager after working 14 hours in the hot sun!☀️ #backmassager #neckmassager #shoulderpain #backpainrelief #neckpainrelief #TTSACL #TikTokShopSummerSale ,post,726.0,0.532989502,,7.792989501999999,Replying to @MANIC_M🌔🌖NLIGHT He’s loving the massager after working 14 hours in the hot sun!☀️ #backmassager #neckmassager #shoulderpain #backpainrelief #neckpainrelief #TTSACL #TikTokShopSummerSale 
69,7365911350285012266,Replying to @user9439249687524 THIS!!! #neckmassage #massager #tiktokneckmassager #neckmassager #tiktokshopmothersday #mothersdaygift ,post,712.0,0.617578447,,7.737578447,Replying to @user9439249687524 THIS!!! #neckmassage #massager #tiktokneckmassager #neckmassager #tiktokshopmothersday #mothersdaygift 
56,7380292118390050054,BAGSAK PRESYO PERO USEFUL AT QUALITY NA NECK MASSAGER BILI NA KAYO GUYS #neckmassager  #equipement  #appliances  #TikTokShop ,post,694.0,0.62671423,,7.5667142300000005,BAGSAK PRESYO PERO USEFUL AT QUALITY NA NECK MASSAGER BILI NA KAYO GUYS #neckmassager  #equipement  #appliances  #TikTokShop 
68,7379852839717375278,this literally feels sooo good😭😭 #neckmassager #neckmassage #neckpain #neckpainrelief #shoulderpain #massage #SelfCare ,post,694.0,0.618458092,,7.558458092,this literally feels sooo good😭😭 #neckmassager #neckmassage #neckpain #neckpainrelief #shoulderpain #massage #SelfCare 
289,7365395701804715306,Approved by my Asian mom😅 #footmassager #viralmassager #tiktokshopfinds #tiktokshopmothersday #mothersdaygiftideas ,post,701.0,0.415031523,,7.4250315229999995,Approved by my Asian mom😅 #footmassager #viralmassager #tiktokshopfinds #tiktokshopmothersday #mothersdaygiftideas 
365,7393652259856387336,Syempre dun tayo sa unli! 😁 super sulit nitong nabili namin sa TikTok 😍 #footmassage #footmassager #electricmassager ,post,704.0,0.353577852,,7.393577852,Syempre dun tayo sa unli! 😁 super sulit nitong nabili namin sa TikTok 😍 #footmassage #footmassager #electricmassager 
130,7390125428175834398,Words cannot describe how much i LOVE THIS #dealsforyoudays #sale #massage #massager #neckmassager #pain #chronicpain #backpain #relief #migraine #migrantes #headache #favorite #mom #dd #momlife #sahm #viral #shop #weightloss #weightlosstransformation #neckpain #gift #bestgift #giftsforher #giftsforhim #tiktok #tiktokaffiliate #tiktokaffiliatemarketing #worththewait #freeshipping #affiliatemarketingforbeginners #content #athlete #sore ,post,680.0,0.565338492,,7.365338491999999,Words cannot describe how much i LOVE THIS #dealsforyoudays #sale #massage #massager #neckmassager #pain #chronicpain #backpain #relief #migraine #migrantes #headache #favorite #mom #dd #momlife #sahm #viral #shop #weightloss #weightlosstransformation #neckpain #gift #bestgift #giftsforher #giftsforhim #tiktok #tiktokaffiliate #tiktokaffiliatemarketing #worththewait #freeshipping #affiliatemarketingforbeginners #content #athlete #sore 
137,7381541343148920107,Don’t pay full price like I did!! #neckmassager #neckpainrelief #backpainrelief #travel #onthego #StressRelief ,post,668.0,0.560134947,,7.240134947,Don’t pay full price like I did!! #neckmassager #neckpainrelief #backpainrelief #travel #onthego #StressRelief 
136,7359135081417444624,Eto na sagot sa mga puffiness bg mukha niyo mga bebs!#fyp #facelifting #neckmassager ,post,666.0,0.560267806,,7.220267806,Eto na sagot sa mga puffiness bg mukha niyo mga bebs!#fyp #facelifting #neckmassager 
55,7402583562890906911,Heated kneck and back massager will get the hob done every time! It will help with all the pain throughout your body! Get one now while it is only $20 #tiktokshopbacktoschool #neckmassager #backmassager #neckpain #neckpainrelief ##backpain #backpainrelief #FYP ,post,641.0,0.627687,,7.037687,Heated kneck and back massager will get the hob done every time! It will help with all the pain throughout your body! Get one now while it is only $20 #tiktokshopbacktoschool #neckmassager #backmassager #neckpain #neckpainrelief ##backpain #backpainrelief #FYP 
247,7375284479553817898,🌺 #footmassage #massager #footmassager #legmassage #TikTokShop #tiktokshopfinds #simmydesigns #usa #punjabi #TikTokMadeMeBuyIt ,post,648.0,0.446503878,,6.926503878,🌺 #footmassage #massager #footmassager #legmassage #TikTokShop #tiktokshopfinds #simmydesigns #usa #punjabi #TikTokMadeMeBuyIt 
